ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
vgaALC	3002830	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus haemolyticus	2.00	0.00	2.00	6.95	109.00	185.00	0	0	0	0	N/A	N/A		1569	vga-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
TEM-201	3001378	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	29.15	251.00	218.00	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
TEM-30	3000900	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	46.81	403.00	219.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
mdtM	3001214	protein homolog model	CARD; Resistomes & Variants	11	93.6 - 100.0	YES	no data	Escherichia coli	879.00	0.00	879.00	32.77	543.91	185.07	0	0	0	0	N/A	N/A		1233; 1269; 1335; 1233; 2553; 1233; 1188; 1263; 2553; 1233; 1224	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
sul2	3000412	protein homolog model	Resistomes & Variants	11	98.15 - 100.0	YES	YES	Actinobacillus pleuropneumoniae; Acinetobacter baumannii; Escherichia coli; Klebsiella pneumoniae; Vibrio cholerae; Salmonella enterica	207.00	0.00	207.00	35.28	293.82	209.33	0	0	0	0	N/A	N/A		915; 816; 852; 816; 816; 816; 816; 834; 816; 816; 816	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
APH(3'')-Ib	3002639	protein homolog model	Resistomes & Variants	10	95.65 - 99.63	YES	YES	Aeromonas caviae; Citrobacter freundii; Enterobacter asburiae; Enterobacter hormaechei; Klebsiella pneumoniae; Klebsiella quasipneumoniae; Escherichia coli; Shigella sonnei; Pseudomonas aeruginosa	383.00	0.00	383.00	33.45	336.70	195.51	0	0	0	0	N/A	N/A		804; 1035; 912; 804; 864; 855; 930; 2496; 804; 1188	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
abeS	3000768	protein homolog model	Resistomes & Variants	1	97.25	NO	NO	Acinetobacter calcoaceticus	1.00	0.00	1.00	5.15	17.00	23.00	0	0	0	0	N/A	N/A		330	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic; aminocoumarin antibiotic	antibiotic efflux
sul1	3000410	protein homolog model	Resistomes & Variants	14	99.28 - 100.0	YES	YES	Acinetobacter baumannii; Shigella sonnei; Enterobacter asburiae; Escherichia coli; Klebsiella pneumoniae; Klebsiella quasipneumoniae; Leclercia adecarboxylata; Pseudomonas aeruginosa; Proteus mirabilis	433.00	0.00	433.00	42.20	416.21	209.78	0	0	0	0	N/A	N/A		840; 891; 840; 936; 963; 927; 972; 840; 840; 1182; 1221; 1155; 1113; 1038	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
qacE	3005009	protein homolog model	Resistomes & Variants	1	99.09	NO	NO	Acinetobacter baumannii; Pseudomonas aeruginosa	1.00	0.00	1.00	24.62	82.00	176.00	0	0	0	0	N/A	N/A		333	major facilitator superfamily (MFS) antibiotic efflux pump	disinfecting agents and antiseptics	antibiotic efflux
mphE	3003741	protein homolog model	Resistomes & Variants	1	96.38	YES	NO	Acinetobacter baumannii	19.00	0.00	19.00	33.02	313.00	190.00	0	0	0	0	N/A	N/A		948	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
