ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
arlS	3000839	protein homolog model	CARD; Resistomes & Variants	69	100.0	YES	no data	Staphylococcus aureus	15211.00	0.00	15211.00	48.28	654.74	209.17	0	0	0	0	N/A	N/A		1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
TEM-207	3001384	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	55.17	475.00	217.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
mexX	3003034	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	0.00	2.00	38.46	450.00	204.00	0	0	0	0	N/A	N/A		1170	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mepA	3000026	protein homolog model	CARD; Resistomes & Variants	10	100.0	YES	no data	Staphylococcus aureus	10605.00	0.00	10605.00	56.56	748.00	212.32	0	0	0	0	N/A	N/A		1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 936	multidrug and toxic compound extrusion (MATE) transporter	glycylcycline; tetracycline antibiotic	antibiotic efflux
TEM-171	3001037	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	0.00	4.00	55.98	482.00	199.25	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
MexE	3000803	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	6.00	0.00	6.00	77.27	962.00	215.83	0	0	0	0	N/A	N/A		1245	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
arlR	3000838	protein homolog model	CARD; Resistomes & Variants	140	98.63 - 100.0	YES	no data	Staphylococcus aureus	7141.00	0.00	7141.00	63.53	418.79	204.74	0	0	0	0	N/A	N/A		660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 618; 660; 660; 660; 660; 657; 660; 660; 660; 660; 636; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 645; 660; 651; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
tet(38)	3000565	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	10706.00	0.00	10706.00	100.00	1353.00	211.36	0	0	0	0	N/A	N/A		1353	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
CTX-M-15	3001878	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	12.00	0.00	12.00	100.00	876.00	212.25	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin; penam	antibiotic inactivation
mphC	3000319	protein homolog model	CARD; Resistomes & Variants	26	97.32 - 100.0	YES	no data	Staphylococcus aureus; Staphylococcus haemolyticus; Staphylococcus hominis; Staphylococcus saprophyticus; Staphylococcus epidermidis	2603.00	0.00	2603.00	55.65	500.46	209.83	0	0	0	0	N/A	N/A		900; 900; 900; 900; 900; 900; 900; 900; 900; 900; 900; 900; 900; 900; 861; 900; 900; 873; 900; 900; 900; 900; 906; 912; 900; 900	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
