ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
CTX-M-155	3003163	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	4.00	0.00	4.00	54.11	474.00	216.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-107	3001967	protein homolog model	CARD	1	100.0	no data	no data	Shigella sp.	2.00	0.00	2.00	52.38	451.00	211.50	0	0	0	0	N/A	N/A		861	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-11	3001874	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	5.00	0.00	5.00	69.50	588.00	201.40	0	0	0	0	N/A	N/A		846	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-117	3001977	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	27.63	242.00	219.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
sul2	3000412	protein homolog model	CARD; Resistomes & Variants	38	98.15 - 100.0	YES	YES	Vibrio cholerae; Actinobacillus pleuropneumoniae; Bacteroides thetaiotaomicron; Glaesserella parasuis; Pasteurella multocida; Acinetobacter indicus; Escherichia coli; Klebsiella pneumoniae; Neisseria meningitidis; Pseudomonas aeruginosa; Shigella boydii; Shigella flexneri; Shigella sonnei; Vibrio parahaemolyticus; Acinetobacter baumannii; Bacteroides ovatus; Histophilus somni; Shigella dysenteriae; Salmonella enterica; Proteus mirabilis; Klebsiella quasipneumoniae	655.00	0.00	655.00	49.76	413.68	216.27	0	0	0	0	N/A	N/A		816; 915; 852; 816; 816; 867; 813; 864; 870; 816; 816; 789; 816; 816; 852; 816; 849; 825; 816; 816; 849; 816; 816; 816; 834; 792; 816; 813; 816; 816; 816; 852; 816; 864; 816; 816; 816; 843	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
TEM-96	3000963	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	28.46	245.00	214.00	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
CTX-M-54	3001916	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	0.00	1.00	25.00	219.00	192.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-114	3001974	protein homolog model	CARD	1	100.0	no data	no data	Providencia rettgeri	4.00	0.00	4.00	53.08	465.00	219.25	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
sul1	3000410	protein homolog model	CARD; Resistomes & Variants	74	97.29 - 100.0	YES	YES	Vibrio fluvialis; Aeromonas hydrophila; Acinetobacter lwoffii; Escherichia coli; Acinetobacter baumannii; Corynebacterium diphtheriae; Klebsiella pneumoniae; Pseudomonas aeruginosa; Citrobacter werkmanii; Citrobacter freundii; Enterobacter asburiae; Pseudomonas stutzeri; Salmonella enterica; Enterobacter hormaechei; Proteus mirabilis; Klebsiella quasipneumoniae; Leclercia adecarboxylata; Stenotrophomonas maltophilia	1464.00	0.00	1464.00	46.25	404.69	217.08	0	0	0	0	N/A	N/A		840; 840; 840; 774; 840; 840; 840; 840; 840; 897; 831; 840; 840; 891; 840; 840; 840; 840; 840; 840; 840; 840; 936; 963; 840; 840; 840; 891; 840; 840; 780; 927; 840; 840; 840; 840; 840; 972; 840; 837; 840; 840; 840; 840; 840; 840; 840; 840; 840; 840; 939; 840; 840; 840; 840; 840; 840; 936; 840; 840; 840; 840; 840; 1182; 840; 1221; 867; 840; 1155; 663; 1113; 717; 765; 1038	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
mphA	3000316	protein homolog model	CARD; Resistomes & Variants	39	93.69 - 100.0	no data	YES	Escherichia coli; Aeromonas veronii; Citrobacter freundii; Enterobacter hormaechei; Klebsiella pneumoniae; Proteus mirabilis; Salmonella enterica; Morganella morganii	1108.00	0.00	1108.00	50.57	452.92	208.44	0	0	0	0	N/A	N/A		906; 906; 906; 927; 885; 906; 906; 768; 849; 888; 912; 906; 921; 915; 906; 828; 906; 906; 906; 906; 906; 906; 921; 906; 906; 909; 906; 906; 906; 855; 882; 861; 915; 918; 903; 906; 816; 906; 891	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
