ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
arlS	3000839	protein homolog model	CARD; Resistomes & Variants	53	100.0	YES	no data	Staphylococcus aureus	26584.00	0.00	26584.00	30.16	408.98	213.09	0	0	0	0	N/A	N/A		1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356; 1356	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mepA	3000026	protein homolog model	CARD; Resistomes & Variants	4	100.0	no data	no data	Staphylococcus aureus	19809.00	0.00	19809.00	47.09	638.50	214.49	0	0	0	0	N/A	N/A		1356; 1356; 1356; 1356	multidrug and toxic compound extrusion (MATE) transporter	glycylcycline; tetracycline antibiotic	antibiotic efflux
arlR	3000838	protein homolog model	CARD; Resistomes & Variants	100	99.09 - 100.0	YES	no data	Staphylococcus aureus	17558.00	0.00	17558.00	46.79	308.75	210.06	0	0	0	0	N/A	N/A		660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 657; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 645; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660; 660	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; disinfecting agents and antiseptics	antibiotic efflux
tet(38)	3000565	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus aureus	22598.00	0.00	22598.00	100.00	1353.00	211.51	0	0	0	0	N/A	N/A		1353	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
mphC	3000319	protein homolog model	CARD; Resistomes & Variants	26	96.66 - 100.0	YES	YES	Staphylococcus aureus; Staphylococcus haemolyticus; Staphylococcus hominis; Staphylococcus saprophyticus; Staphylococcus epidermidis	7282.00	0.00	7282.00	37.51	336.19	212.35	0	0	0	0	N/A	N/A		900; 900; 900; 900; 900; 816; 900; 900; 900; 900; 900; 900; 900; 900; 861; 900; 900; 900; 855; 900; 900; 900; 906; 912; 900; 900	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
aad(6)	3002628	protein homolog model	Resistomes & Variants	17	97.78 - 100.0	YES	YES	Anaerostipes hadrus; Campylobacter coli; Staphylococcus pseudintermedius; Enterococcus faecium; Enterococcus hirae; Enterococcus faecalis; Streptococcus suis; Staphylococcus aureus; Roseburia hominis	7193.00	0.00	7193.00	44.28	389.82	214.66	0	0	0	0	N/A	N/A		909; 840; 909; 909; 909; 909; 861; 852; 909; 864; 909; 909; 909; 909; 909; 909; 678	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
TEM-116	3000979	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Acinetobacter baumannii	11.00	0.00	11.00	68.56	580.00	200.91	0	0	0	0	N/A	N/A		846	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
ANT(6)-Ia	3002626	protein homolog model	Resistomes & Variants	4	99.65 - 100.0	NO	NO	Streptococcus agalactiae; Streptococcus pyogenes; Streptococcus suis	8.00	0.00	8.00	30.41	262.75	199.46	0	0	0	0	N/A	N/A		864; 864; 864; 864	ANT(6)	aminoglycoside antibiotic	antibiotic inactivation
mepR	3000746	protein homolog model	Resistomes & Variants	19	99.28 - 100.0	YES	YES	Escherichia coli; Staphylococcus aureus	2854.00	0.00	2854.00	57.12	239.89	208.21	0	0	0	0	N/A	N/A		420; 420; 420; 420; 420; 420; 420; 420; 420; 420; 420; 420; 420; 420; 420; 420; 420; 420; 420	multidrug and toxic compound extrusion (MATE) transporter	glycylcycline; tetracycline antibiotic	antibiotic efflux
mgrA	3000815	protein homolog model	Resistomes & Variants	46	99.32 - 100.0	YES	NO	Escherichia coli; Staphylococcus aureus	9827.00	0.00	9827.00	61.15	273.04	210.21	0	0	0	0	N/A	N/A		444; 444; 444; 444; 444; 444; 489; 444; 444; 444; 444; 444; 444; 444; 444; 444; 444; 444; 468; 444; 444; 444; 444; 444; 444; 444; 444; 444; 444; 444; 444; 444; 444; 447; 444; 444; 444; 444; 444; 444; 444; 444; 444; 444; 444; 444	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; penam; tetracycline antibiotic; peptide antibiotic; disinfecting agents and antiseptics	antibiotic efflux
