ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
CTX-M-157	3003165	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	0.00	1.00	27.97	245.00	220.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-109	3001969	protein homolog model	CARD	1	100.0	no data	no data	Shigella sp.	1.00	0.00	1.00	28.82	249.00	220.00	0	0	0	0	N/A	N/A		864	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
aadA5	3002605	protein homolog model	CARD; Resistomes & Variants	5	100.0	YES	no data	Escherichia coli	727.00	0.00	727.00	60.69	567.80	181.32	0	0	0	0	N/A	N/A		789; 768; 834; 1215; 846	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
CTX-M-15	3001878	protein homolog model	CARD; Resistomes & Variants	4	99.66 - 100.0	no data	no data	Escherichia coli; Klebsiella pneumoniae	286.00	0.00	286.00	51.91	454.75	211.66	0	0	0	0	N/A	N/A		876; 876; 876; 876	CTX-M beta-lactamase	cephalosporin; penam	antibiotic inactivation
CTX-M-183	3005606	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	0.00	1.00	18.49	162.00	200.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
TolC	3000237	protein homolog model	CARD; Resistomes & Variants	8	99.59 - 100.0	YES	no data	Escherichia coli	591.00	0.00	591.00	31.02	461.00	198.39	0	0	0	0	N/A	N/A		1488; 1488; 1488; 1482; 1482; 1488; 1488; 1482	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; glycylcycline; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic; phenicol antibiotic; penem; disinfecting agents and antiseptics	antibiotic efflux
sul2	3000412	protein homolog model	Resistomes & Variants	8	99.63 - 100.0	NO	NO	Actinobacillus pleuropneumoniae; Acinetobacter baumannii; Escherichia coli; Klebsiella pneumoniae	239.00	0.00	239.00	56.91	482.12	211.78	0	0	0	0	N/A	N/A		915; 867; 852; 816; 816; 816; 816; 816	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
AAC(3)-IIc	3002535	protein homolog model	Resistomes & Variants	5	92.75 - 96.9	NO	YES	Acinetobacter pittii; Escherichia coli; Klebsiella pneumoniae	798.00	0.00	798.00	37.51	317.40	187.60	0	0	0	0	N/A	N/A		924; 858; 747; 882; 876	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
sul1	3000410	protein homolog model	Resistomes & Variants	17	99.58 - 100.0	NO	YES	Acinetobacter baumannii; Escherichia coli; Citrobacter freundii; Klebsiella pneumoniae; Klebsiella aerogenes; Shigella sonnei; Pseudomonas aeruginosa; Proteus mirabilis	544.00	0.00	544.00	49.55	471.94	202.40	0	0	0	0	N/A	N/A		771; 840; 867; 954; 936; 963; 840; 927; 1014; 972; 840; 939; 858; 1221; 1113; 717; 1038	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
APH(6)-Id	3002660	protein homolog model	Resistomes & Variants	25	98.53 - 100.0	NO	YES	Acinetobacter baumannii; Escherichia coli; Salmonella enterica; Klebsiella pneumoniae; Pseudomonas aeruginosa; Serratia marcescens	885.00	0.00	885.00	37.66	383.88	194.35	0	0	0	0	N/A	N/A		837; 837; 837; 837; 837; 891; 783; 1635; 915; 1641; 837; 972; 837; 909; 867; 1011; 888; 1257; 960; 837; 888; 837; 948; 828; 870	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
armA	3000858	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Acinetobacter baumannii	1.00	0.00	1.00	14.90	122.00	183.00	0	0	0	0	N/A	N/A		819	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration
mphE	3003741	protein homolog model	Resistomes & Variants	1	96.38	YES	NO	Acinetobacter baumannii	58.00	0.00	58.00	36.81	349.00	194.64	0	0	0	0	N/A	N/A		948	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
AAC(6')-Ib9	3002580	protein homolog model	Resistomes & Variants	2	96.19 - 98.32	YES	NO	Acinetobacter baumannii; Pseudomonas aeruginosa	45.00	0.00	45.00	35.43	263.50	178.42	0	0	0	0	N/A	N/A		699; 780	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
