ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
CMY-2	3002013	protein homolog model	CARD; Resistomes & Variants	4	99.72 - 100.0	YES	no data	Klebsiella pneumoniae; Escherichia coli; Salmonella enterica; Proteus mirabilis	652.00	0.00	652.00	55.14	648.00	214.04	0	0	0	0	N/A	N/A		1146; 1227; 1074; 1146	CMY beta-lactamase	carbapenem; cephalosporin; cephamycin; penam	antibiotic inactivation
SAT-2	3002895	protein homolog model	CARD; Resistomes & Variants	8	99.41 - 100.0	no data	no data	Escherichia coli; Shigella sonnei; Providencia rettgeri	488.00	0.00	488.00	64.25	346.88	203.23	0	0	0	0	N/A	N/A		525; 513; 525; 525; 525; 630; 525; 558	streptothricin acetyltransferase (SAT)	nucleoside antibiotic	antibiotic inactivation
CMY-31	3002042	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	0.00	1.00	21.55	247.00	214.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
CMY-7	3002018	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	21.82	250.00	221.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
CMY-141	3005196	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	21.47	246.00	214.00	0	0	0	0	N/A	N/A		1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
dfrA1	3002854	protein homolog model	Resistomes & Variants	3	98.72 - 99.36	YES	YES	Acinetobacter baumannii; Klebsiella pneumoniae; Enterobacter hormaechei; Proteus mirabilis; Acinetobacter lwoffii; Acinetobacter pittii; Acinetobacter towneri; Actinobacillus pleuropneumoniae; Aeromonas caviae; Klebsiella quasipneumoniae; Aeromonas hydrophila; Aeromonas veronii; Alcaligenes faecalis; Burkholderia cenocepacia; Citrobacter freundii; Serratia marcescens; Providencia rettgeri; Citrobacter portucalensis; Citrobacter werkmanii; Corynebacterium diphtheriae; Klebsiella michiganensis; Enterobacter asburiae; Enterobacter cloacae; Escherichia coli; Enterobacter kobei; Enterobacter roggenkampii; Escherichia albertii; Shigella flexneri; Pseudomonas aeruginosa; Vibrio cholerae; Morganella morganii; Escherichia fergusonii; Klebsiella aerogenes; Klebsiella oxytoca; Shigella dysenteriae; Proteus vulgaris; Laribacter hongkongensis; Pasteurella multocida; Plesiomonas shigelloides; Proteus columbae; Proteus penneri; Providencia alcalifaciens; Providencia heimbachae; Providencia stuartii; Pseudomonas stutzeri; Salmonella enterica; Serratia liquefaciens; Shewanella putrefaciens; Shigella boydii; Shigella sonnei; Vibrio vulnificus; Yersinia enterocolitica	298.00	0.00	298.00	51.26	393.00	161.20	0	0	0	0	N/A	N/A		474; 978; 888	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
ANT(3'')-IIa	3004089	protein homolog model	Resistomes & Variants	4	99.23 - 100.0	NO	YES	Acinetobacter baumannii; Citrobacter freundii; Escherichia coli; Salmonella enterica	405.00	0.00	405.00	42.03	369.00	181.20	0	0	0	0	N/A	N/A		708; 909; 780; 939	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
aadA	3002601	protein homolog model	Resistomes & Variants	8	98.84 - 100.0	YES	YES	Acinetobacter baumannii; Escherichia coli; Morganella morganii; Leclercia adecarboxylata	143.00	0.00	143.00	48.19	381.62	204.76	0	0	0	0	N/A	N/A		828; 825; 792; 714; 780; 729; 792; 780	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
acrB	3000216	protein homolog model	Resistomes & Variants	6	94.76 - 99.9	YES	NO	Citrobacter werkmanii; Escherichia coli; Shigella sonnei	1676.00	0.00	1676.00	26.18	830.83	199.06	0	0	0	0	N/A	N/A		3150; 3150; 3150; 3150; 3291; 3150	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mdtB	3000793	protein homolog model	Resistomes & Variants	11	94.42 - 99.81	YES	NO	Citrobacter koseri; Escherichia coli; Shigella sonnei	1243.00	0.00	1243.00	18.50	576.18	208.91	0	0	0	0	N/A	N/A		3123; 3123; 3123; 3123; 3123; 3123; 3123; 3123; 3027; 3123; 3123	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
