ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
rmtH	3003198	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	20.00	0.00	20.00	7.11	54.00	78.80	0	0	0	0	N/A	N/A		759	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration
gadX	3000508	protein homolog model	CARD; Resistomes & Variants	18	98.1 - 100.0	YES	no data	Escherichia coli; Shigella sonnei	1839.00	0.00	1839.00	46.12	388.67	197.41	0	0	0	0	N/A	N/A		825; 825; 825; 933; 825; 825; 825; 825; 984; 855; 861; 825; 807; 843; 825; 882; 822; 909	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
eptA	3003576	protein homolog model	CARD; Resistomes & Variants	14	96.3 - 100.0	YES	no data	Escherichia coli; Shigella sonnei	3806.00	0.00	3806.00	34.89	684.79	208.56	0	0	0	0	N/A	N/A		1644; 1644; 1656; 1644; 1689; 1644; 1644; 1689; 1644; 1719; 1593; 1710; 1644; 3372	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
CRP	3000518	protein homolog model	CARD; Resistomes & Variants	17	98.57 - 100.0	YES	YES	Escherichia coli; Shigella flexneri; Klebsiella oxytoca; Shigella boydii; Shigella dysenteriae; Shigella sonnei; Enterobacter hormaechei	869.00	0.00	869.00	50.47	320.59	196.42	0	0	0	0	N/A	N/A		633; 633; 633; 633; 633; 633; 633; 633; 633; 633; 633; 633; 633; 633; 633; 633; 726	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
evgA	3000832	protein homolog model	CARD; Resistomes & Variants	6	95.5 - 100.0	YES	no data	Escherichia coli; Shigella dysenteriae	2422.00	0.00	2422.00	73.63	415.33	193.26	0	0	0	0	N/A	N/A		615; 615; 669; 615; 615; 336	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux
acrB	3000216	protein homolog model	CARD; Resistomes & Variants	12	99.27 - 100.0	YES	no data	Escherichia coli; Shigella flexneri	3052.00	0.00	3052.00	26.69	632.67	201.75	0	0	0	0	N/A	N/A		3150; 3150; 3174; 3168; 3150; 3150; 3150; 3150; 3150; 3063; 3291; 414	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mdtM	3001214	protein homolog model	CARD; Resistomes & Variants	19	93.6 - 100.0	YES	no data	Escherichia coli	2504.00	0.00	2504.00	30.27	450.53	181.11	0	0	0	0	N/A	N/A		1233; 1182; 1233; 1233; 1269; 1335; 1176; 1233; 1233; 1233; 1233; 2553; 1233; 1347; 1233; 1188; 1263; 2553; 1224	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
evgS	3000833	protein homolog model	CARD; Resistomes & Variants	14	96.57 - 100.0	YES	no data	Escherichia coli	2470.00	0.00	2470.00	14.46	519.57	205.50	0	0	0	0	N/A	N/A		3594; 3594; 3543; 3594; 3594; 3579; 3618; 3543; 3594; 3594; 3543; 3594; 3594; 3642	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux
emrR	3000516	protein homolog model	CARD; Resistomes & Variants	15	93.14 - 100.0	YES	no data	Escherichia coli; Shigella dysenteriae; Shigella flexneri; Klebsiella aerogenes; Klebsiella pneumoniae; Salmonella enterica	739.00	0.00	739.00	61.76	336.33	196.39	0	0	0	0	N/A	N/A		531; 531; 531; 531; 531; 531; 531; 531; 501; 531; 660; 639; 543; 486; 540	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
emrA	3000027	protein homolog model	CARD; Resistomes & Variants	17	95.29 - 100.0	YES	no data	Escherichia coli	3149.00	0.00	3149.00	40.05	470.18	208.59	0	0	0	0	N/A	N/A		1173; 1173; 1173; 1173; 1173; 1173; 1212; 1173; 1173; 1173; 1173; 1173; 1173; 1173; 1212; 1101; 1173	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
