ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
mexX	3003034	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	492.00	0.00	492.00	100.00	1170.00	142.99	0	0	0	0	N/A	N/A		1170	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
MexA	3000377	protein homolog model	CARD; Resistomes & Variants	11	97.13 - 100.0	YES	no data	Pseudomonas aeruginosa	533.00	0.00	533.00	34.43	399.45	202.08	0	0	0	0	N/A	N/A		1152; 1152; 1191; 1152; 1152; 1152; 1152; 1152; 1152; 1152; 1188	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux
MexE	3000803	protein homolog model	CARD; Resistomes & Variants	5	98.79 - 100.0	no data	no data	Pseudomonas aeruginosa	436.00	0.00	436.00	52.56	655.80	211.64	0	0	0	0	N/A	N/A		1245; 1257; 1245; 1245; 1245	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
tet(J)	3000177	protein homolog model	CARD	1	100.0	no data	no data	Proteus mirabilis	4.00	0.00	4.00	29.07	348.00	211.25	0	0	0	0	N/A	N/A		1197	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
Pseudomonas aeruginosa CpxR	3004054	protein homolog model	CARD; Resistomes & Variants	4	99.56 - 100.0	no data	no data	Pseudomonas aeruginosa	421.00	0.00	421.00	57.93	392.75	199.23	0	0	0	0	N/A	N/A		678; 678; 678; 678	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux
Klebsiella pneumoniae acrA	3004041	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	0.00	1.00	10.86	130.00	194.00	0	0	0	0	N/A	N/A		1197	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
ArmR	3004056	protein homolog model	CARD; Resistomes & Variants	5	98.11 - 100.0	no data	no data	Pseudomonas aeruginosa	167.00	0.00	167.00	92.96	153.00	176.55	0	0	0	0	N/A	N/A		162; 162; 174; 162; 162	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; monobactam; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; peptide antibiotic; aminocoumarin antibiotic; diaminopyrimidine antibiotic; sulfonamide antibiotic; phenicol antibiotic; penem	antibiotic efflux
Pseudomonas aeruginosa soxR	3004107	protein homolog model	CARD; Resistomes & Variants	6	99.36 - 100.0	no data	no data	Pseudomonas aeruginosa	219.00	0.00	219.00	57.06	270.83	192.71	0	0	0	0	N/A	N/A		471; 471; 471; 471; 471; 498	ATP-binding cassette (ABC) antibiotic efflux pump; major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic target alteration; antibiotic efflux
rsmA	3005069	protein homolog model	CARD; Resistomes & Variants	6	85.25 - 100.0	YES	no data	Pseudomonas aeruginosa; Escherichia coli	158.00	0.00	158.00	67.12	125.00	171.18	0	0	0	0	N/A	N/A		186; 192; 186; 186; 186; 186	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
PDC-257	3005311	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	0.00	1.00	16.33	195.00	202.00	0	0	0	0	N/A	N/A		1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
OXA-396	3001582	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas	390.00	0.00	390.00	100.00	789.00	210.25	0	0	0	0	N/A	N/A		789	OXA beta-lactamase; OXA-50-like beta-lactamase	penam	antibiotic inactivation
PDC-252	3006631	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	0.00	1.00	20.60	246.00	212.00	0	0	0	0	N/A	N/A		1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
PDC-374	3006745	protein homolog model	CARD; Resistomes & Variants	2	100.0	YES	no data	Pseudomonas aeruginosa	32.00	0.00	32.00	25.06	304.50	126.06	0	0	0	0	N/A	N/A		1215; 1215	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
MexG	3000806	protein homolog model	CARD; Resistomes & Variants	6	98.65 - 100.0	no data	no data	Pseudomonas aeruginosa	183.00	0.00	183.00	62.22	291.17	200.55	0	0	0	0	N/A	N/A		447; 1452; 447; 447; 447; 447	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux
MexL	3003710	protein homolog model	CARD; Resistomes & Variants	9	99.06 - 100.0	YES	no data	Pseudomonas aeruginosa	353.00	0.00	353.00	49.41	323.56	207.19	0	0	0	0	N/A	N/A		639; 639; 639; 639; 630; 639; 639; 639; 729	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux
adeH	3000779	protein homolog model	Resistomes & Variants	1	99.59	YES	YES	Acinetobacter baumannii	1.00	0.00	1.00	17.32	251.00	221.00	0	0	0	0	N/A	N/A		1449	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux
Escherichia coli acrA	3004043	protein homolog model	Resistomes & Variants	1	89.92	YES	NO	Citrobacter koseri	2.00	0.00	2.00	30.32	362.00	211.00	0	0	0	0	N/A	N/A		1194	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	3004480	protein homolog model	Resistomes & Variants	2	93.5 - 97.72	NO	NO	Bifidobacterium thermophilum; Bifidobacterium dentium	131.00	0.00	131.00	11.68	416.50	159.27	0	0	0	0	N/A	N/A		3570; 3561	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
mdtC	3000794	protein homolog model	Resistomes & Variants	4	93.74 - 99.51	YES	NO	Citrobacter freundii; Escherichia coli	5.00	0.00	5.00	7.78	290.75	205.62	0	0	0	0	N/A	N/A		4491; 3078; 6201; 3078	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
adeF	3000777	protein homolog model	Resistomes & Variants	26	41.12 - 67.3	YES	NO	Enterobacter asburiae; Pseudomonas chlororaphis; Pseudomonas aeruginosa; Enterobacter cancerogenus	1272.00	0.00	1272.00	14.37	471.35	197.04	0	0	0	0	N/A	N/A		3114; 3132; 3138; 4635; 3189; 2820; 2871; 2712; 3138; 3189; 3588; 3189; 3189; 3138; 3567; 3114; 2445; 3165; 3189; 3189; 3189; 2796; 3189; 3600; 4212; 3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux
emrA	3000027	protein homolog model	Resistomes & Variants	1	99.74	YES	NO	Escherichia coli; Shigella flexneri	2.00	0.00	2.00	24.72	290.00	221.00	0	0	0	0	N/A	N/A		1173	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic	antibiotic efflux
vanG	3002909	protein homolog model	Resistomes & Variants	2	38.23 - 38.38	YES	NO	Escherichia coli; Klebsiella pneumoniae	3.00	0.00	3.00	17.96	197.00	208.75	0	0	0	0	N/A	N/A		1095; 1098	glycopeptide resistance gene cluster; Van ligase	glycopeptide antibiotic	antibiotic target alteration
mdtF	3000796	protein homolog model	Resistomes & Variants	1	99.9	NO	NO	Escherichia coli	1.00	0.00	1.00	3.34	104.00	129.00	0	0	0	0	N/A	N/A		3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
Escherichia coli emrE	3004039	protein homolog model	Resistomes & Variants	1	98.18	YES	NO	Escherichia coli	1.00	0.00	1.00	52.85	176.00	207.00	0	0	0	0	N/A	N/A		333	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic	antibiotic efflux
cpxA	3000830	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Escherichia coli	1.00	0.00	1.00	17.69	243.00	220.00	0	0	0	0	N/A	N/A		1374	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic; aminocoumarin antibiotic	antibiotic efflux
kdpE	3003841	protein homolog model	Resistomes & Variants	2	91.74 - 95.0	YES	NO	Escherichia coli; Salmonella enterica	26.00	0.00	26.00	39.89	368.00	64.33	0	0	0	0	N/A	N/A		957; 888	kdpDE	aminoglycoside antibiotic	antibiotic efflux
acrD	3000491	protein homolog model	Resistomes & Variants	1	99.81	NO	NO	Escherichia coli	2.00	0.00	2.00	8.22	256.00	221.00	0	0	0	0	N/A	N/A		3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminoglycoside antibiotic	antibiotic efflux
tet(C)	3000167	protein homolog model	Resistomes & Variants	1	76.37	NO	NO	Escherichia coli	1.00	0.00	1.00	7.23	251.00	221.00	0	0	0	0	N/A	N/A		3471	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
aadA5	3002605	protein homolog model	Resistomes & Variants	1	100.0	YES	NO	Escherichia coli	274.00	0.00	274.00	30.12	366.00	127.05	0	0	0	0	N/A	N/A		1215	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
Escherichia coli mdfA	3001328	protein homolog model	Resistomes & Variants	1	96.77	NO	NO	Escherichia coli	3.00	0.00	3.00	14.47	198.00	174.00	0	0	0	0	N/A	N/A		1368	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux
mdtM	3001214	protein homolog model	Resistomes & Variants	1	98.24	NO	NO	Escherichia coli	3.00	0.00	3.00	20.72	529.00	72.67	0	0	0	0	N/A	N/A		2553	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
catA4	3004657	protein homolog model	Resistomes & Variants	1	96.77	YES	NO	Escherichia coli; Proteus mirabilis	2.00	0.00	2.00	31.19	204.00	210.50	0	0	0	0	N/A	N/A		654	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
evgS	3000833	protein homolog model	Resistomes & Variants	1	99.66	NO	NO	Escherichia coli	1.00	0.00	1.00	7.08	251.00	221.00	0	0	0	0	N/A	N/A		3543	major facilitator superfamily (MFS) antibiotic efflux pump; resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam; tetracycline antibiotic	antibiotic efflux
APH(6)-Id	3002660	protein homolog model	Resistomes & Variants	1	99.24	NO	NO	Escherichia coli	12.00	0.00	12.00	5.44	55.00	76.33	0	0	0	0	N/A	N/A		1011	APH(6)	aminoglycoside antibiotic	antibiotic inactivation
EC-14	3006875	protein homolog model	Resistomes & Variants	1	99.73	NO	NO	Escherichia coli	2.00	0.00	2.00	13.29	207.00	213.00	0	0	0	0	N/A	N/A		1557	EC beta-lactamase	cephalosporin	antibiotic inactivation
ArnT	3005053	protein homolog model	Resistomes & Variants	14	42.17 - 99.09	YES	NO	Klebsiella pneumoniae; Proteus mirabilis; Pseudomonas aeruginosa	740.00	0.00	740.00	31.38	559.50	208.31	0	0	0	0	N/A	N/A		1656; 1662; 1650; 1650; 1650; 1650; 1650; 1683; 2193; 1650; 1614; 1650; 1578; 2388	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic target alteration
AAC(6')-Ib10	3002581	protein homolog model	Resistomes & Variants	1	89.2	NO	NO	Klebsiella pneumoniae	3.00	0.00	3.00	37.18	348.00	220.00	0	0	0	0	N/A	N/A		936	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
vanH gene in vanD cluster	3002944	protein homolog model	Resistomes & Variants	1	34.94	NO	NO	Klebsiella pneumoniae	2.00	0.00	2.00	16.46	163.00	204.00	0	0	0	0	N/A	N/A		990	vanH; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
vanY gene in vanM cluster	3002961	protein homolog model	Resistomes & Variants	1	87.61	NO	NO	Klebsiella pneumoniae	184.00	0.00	184.00	76.39	275.00	131.36	0	0	0	0	N/A	N/A		360	vanY; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
APH(3'')-Ib	3002639	protein homolog model	Resistomes & Variants	1	95.65	NO	NO	Klebsiella pneumoniae	4.00	0.00	4.00	11.14	278.00	196.00	0	0	0	0	N/A	N/A		2496	APH(3'')	aminoglycoside antibiotic	antibiotic inactivation
LptD	3005059	protein homolog model	Resistomes & Variants	1	99.87	NO	NO	Klebsiella pneumoniae	2.00	0.00	2.00	21.29	500.00	218.50	0	0	0	0	N/A	N/A		2349	ATP-binding cassette (ABC) antibiotic efflux pump	carbapenem; peptide antibiotic; aminocoumarin antibiotic; rifamycin antibiotic	antibiotic efflux
