ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
CTX-M-101	3001960	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	49.09	430.00	182.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-137	3001994	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	26.48	232.00	214.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-142	3002000	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	56.05	491.00	184.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
rosA	3003048	protein homolog model	CARD	1	100.0	no data	no data	Yersinia enterocolitica	6.00	0.00	6.00	8.11	100.00	92.33	0	0	0	0	N/A	N/A		1233	major facilitator superfamily (MFS) antibiotic efflux pump	peptide antibiotic	antibiotic efflux
CTX-M-15	3001878	protein homolog model	CARD; Resistomes & Variants	5	99.66 - 100.0	no data	YES	Escherichia coli; Klebsiella pneumoniae; Enterobacter hormaechei	923.00	0.00	923.00	46.80	410.00	206.16	0	0	0	0	N/A	N/A		876; 876; 876; 876; 876	CTX-M beta-lactamase	cephalosporin; penam	antibiotic inactivation
gadW	3003838	protein homolog model	CARD; Resistomes & Variants	7	99.59 - 100.0	YES	no data	Escherichia coli	290.00	0.00	290.00	43.66	318.43	199.29	0	0	0	0	N/A	N/A		729; 729; 729; 729; 729; 729; 732	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
CTX-M-127	3001986	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	5.00	0.00	5.00	60.50	530.00	204.60	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-176	3005599	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	2.00	0.00	2.00	38.01	333.00	189.50	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-181	3005604	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	20.89	183.00	208.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-188	3005611	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	28.08	246.00	220.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-189	3005612	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	0.00	4.00	58.33	511.00	216.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-202	3005625	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	28.65	251.00	216.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-221	3005644	protein homolog model	CARD	1	100.0	no data	no data	Serratia marcescens	1.00	0.00	1.00	1.94	17.00	23.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
AAC(3)-IIc	3002535	protein homolog model	Resistomes & Variants	7	95.71 - 96.69	NO	YES	Acinetobacter pittii; Citrobacter freundii; Citrobacter youngae; Enterobacter asburiae; Enterobacter hormaechei; Escherichia coli; Klebsiella pneumoniae	642.00	0.00	642.00	43.87	348.43	193.86	0	0	0	0	N/A	N/A		924; 819; 747; 633; 726; 876; 711	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
AAC(3)-IIe	3004621	protein homolog model	Resistomes & Variants	5	98.6 - 98.95	NO	YES	Acinetobacter baumannii; Escherichia coli; Klebsiella pneumoniae	232.00	0.00	232.00	48.43	464.00	212.19	0	0	0	0	N/A	N/A		951; 1047; 909; 861; 861	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
armA	3000858	protein homolog model	Resistomes & Variants	1	100.0	NO	NO	Acinetobacter baumannii	1.00	0.00	1.00	16.24	133.00	185.00	0	0	0	0	N/A	N/A		819	16S rRNA methyltransferase (G1405)	aminoglycoside antibiotic	antibiotic target alteration
mphE	3003741	protein homolog model	Resistomes & Variants	1	96.38	YES	NO	Acinetobacter baumannii	15.00	0.00	15.00	28.48	270.00	201.20	0	0	0	0	N/A	N/A		948	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
AAC(6')-Ib9	3002580	protein homolog model	Resistomes & Variants	2	96.19 - 98.32	YES	NO	Acinetobacter baumannii; Pseudomonas aeruginosa	53.00	0.00	53.00	35.83	266.50	179.55	0	0	0	0	N/A	N/A		699; 780	AAC(6')	aminoglycoside antibiotic	antibiotic inactivation
vanX gene in vanA cluster	3002949	protein homolog model	Resistomes & Variants	1	91.09	NO	NO	Brevibacillus laterosporus	2.00	0.00	2.00	5.58	34.00	140.00	0	0	0	0	N/A	N/A		609	vanX; glycopeptide resistance gene cluster	glycopeptide antibiotic	antibiotic target alteration
Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	3004480	protein homolog model	Resistomes & Variants	2	92.82 - 97.72	NO	NO	Bifidobacterium longum; Bifidobacterium dentium	166.00	0.00	166.00	14.95	532.50	106.48	0	0	0	0	N/A	N/A		3564; 3561	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
mdtC	3000794	protein homolog model	Resistomes & Variants	7	93.74 - 99.51	YES	YES	Citrobacter freundii; Escherichia coli	1121.00	0.00	1121.00	25.84	873.14	189.99	0	0	0	0	N/A	N/A		4491; 3078; 6201; 3078; 2988; 3078; 3078	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic	antibiotic efflux
catB3	3002676	protein homolog model	Resistomes & Variants	3	99.05 - 100.0	NO	NO	Citrobacter freundii; Providencia stuartii; Enterobacter hormaechei; Escherichia coli; Klebsiella pneumoniae	211.00	0.00	211.00	67.13	407.67	201.82	0	0	0	0	N/A	N/A		633; 681; 549	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
leuO	3003843	protein homolog model	Resistomes & Variants	11	83.95 - 100.0	YES	NO	Citrobacter freundii; Escherichia coli; Klebsiella pneumoniae	562.00	0.00	562.00	32.29	318.55	185.27	0	0	0	0	N/A	N/A		1164; 945; 1122; 945; 945; 801; 1035; 1107; 969; 960; 1020	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
rsmA	3005069	protein homolog model	Resistomes & Variants	7	83.61 - 85.25	YES	NO	Escherichia coli; Shigella boydii; Shigella dysenteriae; Shigella flexneri; Klebsiella pneumoniae; Enterobacter hormaechei	125.00	0.00	125.00	68.13	127.57	165.04	0	0	0	0	N/A	N/A		186; 186; 186; 186; 192; 186; 186	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; diaminopyrimidine antibiotic; phenicol antibiotic	antibiotic efflux
mdtF	3000796	protein homolog model	Resistomes & Variants	10	99.32 - 99.9	YES	NO	Shigella dysenteriae; Shigella boydii; Shigella flexneri; Escherichia coli	1067.00	0.00	1067.00	18.61	578.50	203.30	0	0	0	0	N/A	N/A		3120; 3114; 3114; 3114; 3114; 3114; 3114; 3033; 3114; 3114	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
adeF	3000777	protein homolog model	Resistomes & Variants	5	41.62 - 66.41	NO	NO	Enterobacter cloacae; Pseudomonas stutzeri; Klebsiella pneumoniae; Pseudomonas aeruginosa	71.00	0.00	71.00	6.83	250.60	145.58	0	0	0	0	N/A	N/A		3237; 3171; 3138; 3336; 4479	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux
mdtM	3001214	protein homolog model	Resistomes & Variants	12	93.6 - 98.51	YES	NO	Escherichia coli; Shigella flexneri; Shigella sonnei	1298.00	0.00	1298.00	33.08	532.25	181.39	0	0	0	0	N/A	N/A		1233; 1335; 1176; 2553; 1188; 1239; 1263; 2553; 1269; 1233; 1224; 1233	major facilitator superfamily (MFS) antibiotic efflux pump	fluoroquinolone antibiotic; lincosamide antibiotic; nucleoside antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
AcrE	3000499	protein homolog model	Resistomes & Variants	18	95.31 - 100.0	YES	NO	Escherichia coli; Shigella flexneri; Shigella boydii	600.00	0.00	600.00	26.53	311.50	181.33	0	0	0	0	N/A	N/A		1227; 1158; 1161; 1200; 1185; 1158; 1158; 1158; 1167; 1203; 1158; 1158; 1158; 1158; 1218; 1161; 1158; 1158	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; cephamycin; penam	antibiotic efflux
mdtN	3003548	protein homolog model	Resistomes & Variants	7	97.96 - 99.42	YES	NO	Shigella flexneri; Escherichia coli	849.00	0.00	849.00	30.14	312.29	193.33	0	0	0	0	N/A	N/A		1032; 1032; 1071; 1032; 1032; 1032; 1032	major facilitator superfamily (MFS) antibiotic efflux pump	nucleoside antibiotic; disinfecting agents and antiseptics	antibiotic efflux
Klebsiella pneumoniae KpnF	3004583	protein homolog model	Resistomes & Variants	8	83.49 - 86.87	YES	NO	Escherichia coli; Shigella flexneri	81.00	0.00	81.00	52.05	165.75	184.48	0	0	0	0	N/A	N/A		330; 330; 330; 309; 330; 282; 330; 330	small multidrug resistance (SMR) antibiotic efflux pump	macrolide antibiotic; aminoglycoside antibiotic; cephalosporin; tetracycline antibiotic; peptide antibiotic; rifamycin antibiotic; disinfecting agents and antiseptics	antibiotic efflux
