ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
CTX-M-155	3003163	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	3.00	0.00	3.00	54.68	479.00	220.33	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-88	3001948	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	2.00	0.00	2.00	34.93	306.00	183.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-11	3001874	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	3.00	0.00	3.00	22.22	188.00	200.00	0	0	0	0	N/A	N/A		846	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-101	3001960	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	8.00	0.00	8.00	83.22	729.00	218.12	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-82	3001943	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	5.00	0.00	5.00	89.84	787.00	209.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-117	3001977	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	0.00	4.00	65.64	575.00	216.75	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-55	3001917	protein homolog model	CARD; Resistomes & Variants	9	99.31 - 100.0	no data	YES	Escherichia coli; Vibrio parahaemolyticus; Klebsiella pneumoniae; Salmonella enterica	37.00	0.00	37.00	50.65	443.67	210.32	0	0	0	0	N/A	N/A		876; 876; 876; 876; 876; 876; 876; 876; 876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
TEM-171	3001037	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	4.00	0.00	4.00	76.42	658.00	219.50	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
sul2	3000412	protein homolog model	CARD; Resistomes & Variants	45	98.15 - 100.0	YES	YES	Vibrio cholerae; Actinobacillus pleuropneumoniae; Bacteroides thetaiotaomicron; Glaesserella parasuis; Pasteurella multocida; Acinetobacter baumannii; Bacteroides ovatus; Shigella dysenteriae; Shigella flexneri; Escherichia coli; Klebsiella pneumoniae; Proteus mirabilis; Vibrio parahaemolyticus; Vibrio alginolyticus; Vibrio fluvialis; Salmonella enterica; Enterobacter hormaechei	790.00	0.00	790.00	51.00	424.11	214.57	0	0	0	0	N/A	N/A		816; 915; 852; 816; 816; 867; 813; 816; 867; 867; 867; 795; 867; 867; 870; 816; 816; 816; 816; 816; 852; 816; 816; 816; 816; 864; 816; 816; 816; 816; 816; 834; 819; 813; 816; 816; 816; 816; 816; 816; 816; 816; 816; 816; 816	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
CTX-M-54	3001916	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	7.00	0.00	7.00	81.28	712.00	209.86	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-114	3001974	protein homolog model	CARD	1	100.0	no data	no data	Providencia rettgeri	3.00	0.00	3.00	68.95	604.00	211.33	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
sul1	3000410	protein homolog model	CARD; Resistomes & Variants	81	97.29 - 100.0	YES	YES	Vibrio fluvialis; Aeromonas hydrophila; Acinetobacter baumannii; Escherichia coli; Citrobacter werkmanii; Corynebacterium diphtheriae; Enterobacter cloacae; Enterobacter asburiae; Pseudomonas aeruginosa; Pseudomonas stutzeri; Enterobacter hormaechei; Klebsiella pneumoniae; Mycobacterium colombiense; Klebsiella aerogenes; Pseudomonas putida; Salmonella enterica; Proteus mirabilis; Klebsiella quasipneumoniae; Leclercia adecarboxylata; Vibrio cholerae	1908.00	0.00	1908.00	50.50	439.80	217.60	0	0	0	0	N/A	N/A		840; 840; 774; 840; 840; 840; 840; 840; 840; 840; 840; 897; 840; 834; 852; 840; 891; 840; 840; 840; 840; 852; 840; 840; 954; 840; 840; 840; 936; 963; 840; 840; 840; 840; 840; 840; 891; 840; 840; 840; 780; 840; 927; 840; 783; 840; 840; 972; 840; 840; 840; 840; 840; 840; 840; 840; 840; 840; 939; 840; 840; 867; 840; 840; 840; 840; 837; 840; 840; 1182; 840; 825; 840; 840; 1221; 663; 1113; 717; 765; 1038; 972	sulfonamide resistant sul	sulfonamide antibiotic	antibiotic target replacement
CTX-M-33	3001895	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	28.65	251.00	217.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
mphA	3000316	protein homolog model	CARD; Resistomes & Variants	47	93.36 - 100.0	no data	YES	Escherichia coli; Citrobacter freundii; Citrobacter portucalensis; Salmonella enterica; Klebsiella pneumoniae; Morganella morganii; Enterobacter hormaechei	1457.00	0.00	1457.00	47.98	429.79	210.71	0	0	0	0	N/A	N/A		906; 906; 876; 927; 906; 885; 906; 906; 906; 768; 906; 888; 906; 780; 906; 900; 906; 906; 921; 915; 906; 906; 906; 906; 921; 915; 906; 906; 909; 906; 906; 906; 906; 879; 906; 849; 882; 897; 861; 915; 918; 906; 816; 906; 906; 906; 891	macrolide phosphotransferase (MPH)	macrolide antibiotic	antibiotic inactivation
CTX-M-157	3003165	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	22.00	0.00	22.00	100.00	876.00	215.18	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-132	3001991	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	3.00	0.00	3.00	29.57	259.00	219.67	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
AAC(3)-IIc	3002535	protein homolog model	CARD; Resistomes & Variants	18	92.75 - 100.0	no data	YES	Escherichia coli; Acinetobacter pittii; Acinetobacter baumannii; Enterobacter hormaechei; Klebsiella oxytoca; Klebsiella pneumoniae; Salmonella enterica; Vibrio cholerae; Citrobacter freundii; Citrobacter youngae; Enterobacter asburiae	670.00	0.00	670.00	47.87	353.72	211.25	0	0	0	0	N/A	N/A		861; 924; 507; 504; 657; 819; 693; 858; 783; 657; 798; 681; 783; 876; 711; 717; 729; 861	AAC(3)	aminoglycoside antibiotic	antibiotic inactivation
aadA5	3002605	protein homolog model	CARD; Resistomes & Variants	21	99.2 - 100.0	YES	YES	Escherichia coli; Acinetobacter baumannii; Enterobacter hormaechei; Enterobacter kobei; Klebsiella pneumoniae; Salmonella enterica; Serratia marcescens	2871.00	0.00	2871.00	51.21	401.62	213.64	0	0	0	0	N/A	N/A		789; 789; 789; 786; 894; 768; 834; 789; 789; 789; 744; 789; 789; 690; 789; 741; 780; 795; 789; 795; 735	ANT(3'')	aminoglycoside antibiotic	antibiotic inactivation
CTX-M-32	3001894	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	1.00	0.00	1.00	28.54	250.00	220.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-71	3001932	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	4.00	0.00	4.00	76.03	666.00	213.00	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
CTX-M-72	3001933	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	14.00	0.00	14.00	81.51	714.00	211.79	0	0	0	0	N/A	N/A		876	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation
OXA-1	3001396	protein homolog model	CARD; Resistomes & Variants	59	98.92 - 100.0	YES	YES	Klebsiella pneumoniae; Citrobacter freundii; Enterobacter cloacae; Enterobacter asburiae; Shigella flexneri; Escherichia coli; Providencia rettgeri; Enterobacter hormaechei; Salmonella enterica; Shigella sonnei; Pseudomonas aeruginosa	278.00	0.00	278.00	58.75	490.95	218.11	0	0	0	0	N/A	N/A		831; 831; 876; 831; 876; 876; 876; 831; 792; 831; 762; 831; 831; 831; 831; 831; 831; 816; 813; 831; 876; 831; 831; 831; 777; 876; 831; 831; 876; 831; 819; 831; 843; 831; 831; 780; 831; 876; 831; 798; 831; 828; 831; 876; 831; 822; 876; 831; 831; 810; 822; 876; 825; 876; 876; 831; 831; 837; 876	OXA beta-lactamase; OXA-1-like beta-lactamase	cephalosporin; penam	antibiotic inactivation
CTX-M-15	3001878	protein homolog model	CARD; Resistomes & Variants	25	98.97 - 100.0	YES	YES	Escherichia coli; Enterobacter cloacae; Klebsiella pneumoniae; Enterobacter hormaechei	7359.00	0.00	7359.00	57.24	501.36	211.28	0	0	0	0	N/A	N/A		876; 876; 876; 876; 876; 876; 876; 876; 876; 876; 876; 876; 876; 876; 876; 876; 876; 876; 876; 876; 873; 876; 876; 876; 876	CTX-M beta-lactamase	cephalosporin; penam	antibiotic inactivation
OXA-392	3001578	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	1.00	0.00	1.00	20.10	167.00	201.00	0	0	0	0	N/A	N/A		831	OXA beta-lactamase; OXA-1-like beta-lactamase	cephalosporin; penam	antibiotic inactivation
Escherichia coli mdfA	3001328	protein homolog model	CARD; Resistomes & Variants	89	94.15 - 100.0	YES	no data	Escherichia coli; Shigella dysenteriae; Shigella boydii	4962.00	0.00	4962.00	27.47	339.88	206.63	0	0	0	0	N/A	N/A		1233; 1233; 1239; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1245; 1233; 1206; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1263; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1233; 1263; 1233; 1233; 1233; 1437; 1233; 1233; 1233; 1233; 1233; 1233; 1233	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic; disinfecting agents and antiseptics	antibiotic efflux
