ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
mexX	3003034	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	469.00	0.00	469.00	100.00	1170.00	145.95	0	0	0	0	N/A	N/A		1170	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; aminoglycoside antibiotic; carbapenem; cephalosporin; cephamycin; penam; tetracycline antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
FosA	3000149	protein homolog model	CARD; Resistomes & Variants	2	100.0	no data	no data	Pseudomonas aeruginosa	164.00	0.00	164.00	93.02	379.50	199.41	0	0	0	0	N/A	N/A		408; 408	fosfomycin thiol transferase	phosphonic acid antibiotic	antibiotic inactivation
oleB	3003036	protein homolog model	CARD	1	100.0	no data	no data	Streptomyces antibioticus	8.00	0.00	8.00	14.15	242.00	79.75	0	0	0	0	N/A	N/A		1710	Miscellaneous ABC-F subfamily ATP-binding cassette ribosomal protection proteins	macrolide antibiotic	antibiotic target protection
PDC-81	3004344	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	0.00	1.00	22.04	246.00	215.00	0	0	0	0	N/A	N/A		1116	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
PDC-122	3006498	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	2.00	0.00	2.00	22.45	268.00	200.50	0	0	0	0	N/A	N/A		1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
PDC-474	3006840	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	1.00	0.00	1.00	20.35	243.00	217.00	0	0	0	0	N/A	N/A		1194	PDC beta-lactamase	monobactam; carbapenem; cephalosporin	antibiotic inactivation
MdtQ	3007682	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	1.00	0.00	1.00	17.43	251.00	221.00	0	0	0	0	N/A	N/A		1440	Outer Membrane Porin (Opr)	monobactam; carbapenem; cephalosporin; cephamycin; penam; penem	reduced permeability to antibiotic
adeF	3000777	protein homolog model	Resistomes & Variants	38	40.83 - 68.28	YES	NO	Aeromonas caviae; Aeromonas hydrophila; Klebsiella pneumoniae; Pseudomonas putida; Pseudomonas chlororaphis; Enterobacter hormaechei; Pseudomonas fluorescens; Pseudomonas aeruginosa	3584.00	0.00	3584.00	21.20	705.50	193.33	0	0	0	0	N/A	N/A		2364; 3147; 3336; 3180; 3132; 3114; 3180; 3138; 3138; 3189; 3189; 3189; 3138; 3189; 3189; 3189; 2070; 3189; 4635; 3390; 2820; 3189; 3588; 3189; 3138; 3567; 3114; 2445; 3138; 3165; 3189; 3138; 3189; 2796; 4353; 1965; 3600; 4212	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; tetracycline antibiotic	antibiotic efflux
Bifidobacterium adolescentis rpoB mutants conferring resistance to rifampicin	3004480	protein homolog model	Resistomes & Variants	5	91.47 - 97.72	NO	NO	Bifidobacterium bifidum; Bifidobacterium thermophilum; Bifidobacterium breve; Bifidobacterium dentium	258.00	0.00	258.00	11.08	396.40	138.29	0	0	0	0	N/A	N/A		3633; 3570; 3564; 3561; 3561	rifamycin-resistant beta-subunit of RNA polymerase (rpoB)	rifamycin antibiotic	antibiotic target alteration; antibiotic target replacement
Escherichia coli acrA	3004043	protein homolog model	Resistomes & Variants	1	90.43	NO	NO	Citrobacter portucalensis	2.00	0.00	2.00	19.85	237.00	217.00	0	0	0	0	N/A	N/A		1194	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic; cephalosporin; glycylcycline; penam; tetracycline antibiotic; rifamycin antibiotic; phenicol antibiotic; disinfecting agents and antiseptics	antibiotic efflux
msbA	3003950	protein homolog model	Resistomes & Variants	1	97.25	YES	NO	Citrobacter amalonaticus	4.00	0.00	4.00	13.95	244.00	101.50	0	0	0	0	N/A	N/A		1749	ATP-binding cassette (ABC) antibiotic efflux pump	nitroimidazole antibiotic	antibiotic efflux
vanG	3002909	protein homolog model	Resistomes & Variants	1	38.92	NO	NO	Enterobacter cloacae; Enterobacter hormaechei	2.00	0.00	2.00	45.54	500.00	219.50	0	0	0	0	N/A	N/A		1098	glycopeptide resistance gene cluster; Van ligase	glycopeptide antibiotic	antibiotic target alteration
EreA2	3002826	protein homolog model	Resistomes & Variants	1	92.16	NO	YES	Enterobacter hormaechei; Escherichia coli; Klebsiella pneumoniae; Klebsiella quasipneumoniae; Pseudomonas stutzeri	3.00	0.00	3.00	24.26	305.00	199.00	0	0	0	0	N/A	N/A		1257	macrolide esterase	macrolide antibiotic	antibiotic inactivation
arr-2	3002847	protein homolog model	Resistomes & Variants	2	100.0	NO	YES	Escherichia coli; Klebsiella pneumoniae	3.00	0.00	3.00	27.88	179.00	203.50	0	0	0	0	N/A	N/A		546; 702	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
tet(C)	3000167	protein homolog model	Resistomes & Variants	1	76.37	NO	NO	Escherichia coli	5.00	0.00	5.00	14.69	510.00	211.00	0	0	0	0	N/A	N/A		3471	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tet(B)	3000166	protein homolog model	Resistomes & Variants	1	98.98	NO	YES	Escherichia coli	1.00	0.00	1.00	21.24	251.00	221.00	0	0	0	0	N/A	N/A		1182	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
