ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
CblA-1	3002999	protein homolog model	CARD; Resistomes & Variants	2	100.0	no data	no data	mixed culture; Phocaeicola dorei	1932.00	0.00	1932.00	100.00	891.00	196.08	0	0	0	0	N/A	N/A		891; 891	CblA beta-lactamase	cephalosporin	antibiotic inactivation
dfrF	3002867	protein homolog model	CARD; Resistomes & Variants	4	99.36 - 100.0	YES	YES	Enterococcus faecalis; Anaerostipes hadrus; Bifidobacterium longum; Enterocloster clostridioformis; Enterococcus faecium; Erysipelatoclostridium ramosum; Streptococcus dysgalactiae; Streptococcus equi; Streptococcus gallolyticus; Streptococcus lutetiensis; Streptococcus pasteurianus; Streptococcus suis	4361.00	0.00	4361.00	83.55	406.50	181.72	0	0	0	0	N/A	N/A		495; 474; 495; 474	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
Erm(34)	3000600	protein homolog model	CARD	1	100.0	no data	no data	Alkalihalobacillus clausii	2.00	0.00	2.00	33.81	286.00	193.00	0	0	0	0	N/A	N/A		846	Erm 23S ribosomal RNA methyltransferase	macrolide antibiotic; lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; streptogramin B antibiotic	antibiotic target alteration
OXA-212	3001711	protein homolog model	CARD; Resistomes & Variants	2	97.08 - 100.0	YES	no data	Acinetobacter johnsonii	2222.00	0.00	2222.00	100.00	825.00	194.35	0	0	0	0	N/A	N/A		825; 825	OXA beta-lactamase; OXA-211-like beta-lactamase	carbapenem; penam	antibiotic inactivation
VEB-3	3002372	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	248.00	0.00	248.00	81.44	733.00	197.98	0	0	0	0	N/A	N/A		900	VEB beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
OXA-45	3001794	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	32.00	0.00	32.00	100.00	795.00	191.72	0	0	0	0	N/A	N/A		795	OXA beta-lactamase	penam	antibiotic inactivation
OXA-226	3001800	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	28.00	0.00	28.00	59.66	494.00	189.86	0	0	0	0	N/A	N/A		828	OXA beta-lactamase; OXA-2-like beta-lactamase	cephalosporin; penam	antibiotic inactivation
msrE	3003109	protein homolog model	CARD; Resistomes & Variants	15	98.95 - 100.0	YES	YES	Acinetobacter baumannii; Acinetobacter nosocomialis; Acinetobacter pittii; Citrobacter werkmanii; Enterobacter hormaechei; Pseudomonas stutzeri; Klebsiella pneumoniae; Pseudomonas aeruginosa	647425.00	0.00	647425.00	68.91	846.60	193.47	0	0	0	0	N/A	N/A		1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1167; 171; 591; 735	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
OXY-6-1	3002413	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella oxytoca	78.00	0.00	78.00	100.00	876.00	191.14	0	0	0	0	N/A	N/A		876	OXY beta-lactamase	monobactam; cephalosporin; penam	antibiotic inactivation
CMY-70	3002083	protein homolog model	CARD; Resistomes & Variants	4	96.59 - 100.0	no data	no data	Citrobacter braakii; Citrobacter freundii; Citrobacter amalonaticus	145.00	0.00	145.00	66.99	767.75	182.09	0	0	0	0	N/A	N/A		1146; 1146; 1146; 1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
FOX-3	3002157	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella oxytoca	875.00	0.00	875.00	100.00	1149.00	188.27	0	0	0	0	N/A	N/A		1149	FOX beta-lactamase	cephalosporin; cephamycin	antibiotic inactivation
TEM-102	3000965	protein homolog model	CARD	1	100.0	no data	no data	Plasmid pWW100	1.00	0.00	1.00	17.54	151.00	199.00	0	0	0	0	N/A	N/A		861	TEM beta-lactamase	monobactam; cephalosporin; penam; penem	antibiotic inactivation
