ARO Term	ARO Accession	Reference Model Type	Reference DB	Alleles with Mapped Reads	Reference Allele(s) Identity to CARD Reference Protein (%)	Resistomes & Variants: Observed in Genome(s)	Resistomes & Variants: Observed in Plasmid(s)	Resistomes & Variants: Observed Pathogen(s)	Completely Mapped Reads	Mapped Reads with Flanking Sequence	All Mapped Reads	Average Percent Coverage	Average Length Coverage (bp)	Average MAPQ (Completely Mapped Reads)	Number of Mapped Baits	Number of Mapped Baits with Reads	Average Number of reads per Bait	Number of reads per Bait Coefficient of Variation (%)	Number of reads mapping to baits and mapping to complete gene	Number of reads mapping to baits and mapping to complete gene (%)	Mate Pair Linkage (# reads)	Reference Length	AMR Gene Family	Drug Class	Resistance Mechanism
CblA-1	3002999	protein homolog model	CARD; Resistomes & Variants	2	100.0	no data	no data	mixed culture; Phocaeicola dorei	805.00	0.00	805.00	95.68	852.50	196.89	0	0	0	0	N/A	N/A		891; 891	CblA beta-lactamase	cephalosporin	antibiotic inactivation
dfrF	3002867	protein homolog model	CARD; Resistomes & Variants	3	99.39 - 100.0	YES	YES	Enterococcus faecalis; Anaerostipes hadrus; Bifidobacterium longum; Enterocloster clostridioformis; Enterococcus faecium; Erysipelatoclostridium ramosum; Streptococcus dysgalactiae; Streptococcus equi; Streptococcus gallolyticus; Streptococcus lutetiensis; Streptococcus pasteurianus; Streptococcus suis	1301.00	0.00	1301.00	99.30	484.67	180.77	0	0	0	0	N/A	N/A		495; 474; 495	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
OXA-212	3001711	protein homolog model	CARD; Resistomes & Variants	2	97.08 - 100.0	YES	no data	Acinetobacter johnsonii	597.00	0.00	597.00	100.00	825.00	193.95	0	0	0	0	N/A	N/A		825; 825	OXA beta-lactamase; OXA-211-like beta-lactamase	carbapenem; penam	antibiotic inactivation
VEB-3	3002372	protein homolog model	CARD	1	100.0	no data	no data	Enterobacter cloacae	49.00	0.00	49.00	69.11	622.00	195.39	0	0	0	0	N/A	N/A		900	VEB beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
OXA-45	3001794	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	21.00	0.00	21.00	100.00	795.00	186.90	0	0	0	0	N/A	N/A		795	OXA beta-lactamase	penam	antibiotic inactivation
OXA-226	3001800	protein homolog model	CARD	1	100.0	no data	no data	Pseudomonas aeruginosa	16.00	0.00	16.00	60.63	502.00	196.25	0	0	0	0	N/A	N/A		828	OXA beta-lactamase; OXA-2-like beta-lactamase	cephalosporin; penam	antibiotic inactivation
DHA-15	3002146	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	16.00	0.00	16.00	83.95	957.00	197.88	0	0	0	0	N/A	N/A		1140	DHA beta-lactamase	cephalosporin; cephamycin	antibiotic inactivation
msrE	3003109	protein homolog model	CARD; Resistomes & Variants	14	98.95 - 100.0	YES	YES	Acinetobacter baumannii; Acinetobacter nosocomialis; Acinetobacter pittii; Citrobacter werkmanii; Enterobacter hormaechei; Pseudomonas stutzeri; Klebsiella pneumoniae; Pseudomonas aeruginosa	262748.00	0.00	262748.00	51.71	631.21	195.39	0	0	0	0	N/A	N/A		1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1476; 1167; 171; 591; 735	msr-type ABC-F protein	macrolide antibiotic; streptogramin antibiotic	antibiotic target protection
OXY-6-1	3002413	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella oxytoca	41.00	0.00	41.00	97.72	856.00	189.20	0	0	0	0	N/A	N/A		876	OXY beta-lactamase	monobactam; cephalosporin; penam	antibiotic inactivation
FOX-3	3002157	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella oxytoca	425.00	0.00	425.00	100.00	1149.00	182.18	0	0	0	0	N/A	N/A		1149	FOX beta-lactamase	cephalosporin; cephamycin	antibiotic inactivation
gadX	3000508	protein homolog model	CARD; Resistomes & Variants	14	92.34 - 100.0	YES	no data	Escherichia coli; Shigella sonnei	245.00	0.00	245.00	60.04	517.86	194.35	0	0	0	0	N/A	N/A		825; 825; 825; 855; 984; 855; 891; 825; 966; 861; 855; 855; 825; 882	resistance-nodulation-cell division (RND) antibiotic efflux pump	macrolide antibiotic; fluoroquinolone antibiotic; penam	antibiotic efflux
CMY-48	3002059	protein homolog model	CARD; Resistomes & Variants	3	99.74 - 100.0	YES	no data	Citrobacter freundii	11.00	0.00	11.00	37.81	433.33	196.64	0	0	0	0	N/A	N/A		1146; 1146; 1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
TLA-2	3003203	protein homolog model	CARD	1	100.0	no data	no data	uncultured bacterium	626.00	0.00	626.00	100.00	915.00	165.51	0	0	0	0	N/A	N/A		915	TLA beta-lactamase	monobactam; cephalosporin	antibiotic inactivation
VIM-12	3002282	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	4.00	0.00	4.00	37.70	302.00	200.50	0	0	0	0	N/A	N/A		801	VIM beta-lactamase	carbapenem; cephalosporin; cephamycin; penam; penem	antibiotic inactivation
arr-8	3002853	protein homolog model	CARD; Resistomes & Variants	2	98.0 - 100.0	no data	no data	Klebsiella oxytoca; Klebsiella pneumoniae; Pseudomonas aeruginosa	33.00	0.00	33.00	88.64	401.50	174.66	0	0	0	0	N/A	N/A		453; 453	rifampin ADP-ribosyltransferase (Arr)	rifamycin antibiotic	antibiotic inactivation
APH(2'')-Ie	3002634	protein homolog model	CARD	1	100.0	no data	no data	Enterococcus casseliflavus	54.00	0.00	54.00	100.00	906.00	197.22	0	0	0	0	N/A	N/A		906	APH(2'')	aminoglycoside antibiotic	antibiotic inactivation
catB3	3002676	protein homolog model	CARD; Resistomes & Variants	5	80.49 - 100.0	no data	YES	Enterobacter cloacae; Acinetobacter johnsonii; Acinetobacter wuhouensis; Achromobacter xylosoxidans; Providencia stuartii	1249.00	0.00	1249.00	72.82	475.00	171.80	0	0	0	0	N/A	N/A		633; 633; 651; 651; 681	chloramphenicol acetyltransferase (CAT)	phenicol antibiotic	antibiotic inactivation
dfrA21	3003017	protein homolog model	CARD	1	100.0	no data	no data	Salmonella enterica	16.00	0.00	16.00	100.00	498.00	191.56	0	0	0	0	N/A	N/A		498	trimethoprim resistant dihydrofolate reductase dfr	diaminopyrimidine antibiotic	antibiotic target replacement
vgaALC	3002830	protein homolog model	CARD	1	100.0	no data	no data	Staphylococcus haemolyticus	14.00	0.00	14.00	67.43	1058.00	192.64	0	0	0	0	N/A	N/A		1569	vga-type ABC-F protein	lincosamide antibiotic; streptogramin antibiotic; streptogramin A antibiotic; pleuromutilin antibiotic	antibiotic target protection
tet(42)	3000572	protein homolog model	CARD	1	100.0	no data	no data	Micrococcus sp.	16.00	0.00	16.00	62.39	803.00	158.19	0	0	0	0	N/A	N/A		1287	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
tet(45)	3003196	protein homolog model	CARD; Resistomes & Variants	9	61.68 - 100.0	YES	YES	Bhargavaea cecembensis; Bacillus cereus; Staphylococcus hominis; Enterococcus faecium; Pseudomonas aeruginosa; Enterococcus faecalis; Staphylococcus aureus	259.00	0.00	259.00	36.12	511.67	154.49	0	0	0	0	N/A	N/A		1377; 1377; 1392; 1605; 1392; 1383; 1362; 1131; 1383	major facilitator superfamily (MFS) antibiotic efflux pump	tetracycline antibiotic	antibiotic efflux
CfxA2	3003002	protein homolog model	CARD; Resistomes & Variants	8	99.38 - 100.0	YES	no data	Prevotella intermedia; Bacteroides ovatus; Bacteroides caccae; Bacteroides thetaiotaomicron; Phocaeicola vulgatus; Bacteroides fragilis; Parabacteroides distasonis; Phocaeicola dorei	4862.00	0.00	4862.00	70.13	677.50	185.75	0	0	0	0	N/A	N/A		966; 966; 966; 966; 966; 966; 966; 966	CfxA beta-lactamase	cephamycin	antibiotic inactivation
adeS	3000549	protein homolog model	CARD; Resistomes & Variants	2	97.12 - 100.0	no data	no data	Acinetobacter baumannii	12.00	0.00	12.00	55.11	472.00	179.42	0	0	0	0	N/A	N/A		1086; 732	resistance-nodulation-cell division (RND) antibiotic efflux pump	glycylcycline; tetracycline antibiotic	antibiotic efflux
OXA-12	3001407	protein homolog model	CARD; Resistomes & Variants	3	98.86 - 100.0	YES	no data	Aeromonas sobria; Aeromonas veronii	21.00	0.00	21.00	39.29	312.33	158.26	0	0	0	0	N/A	N/A		795; 795; 795	OXA beta-lactamase; OXA-12-like beta-lactamase	penam	antibiotic inactivation
OXA-199	3001814	protein homolog model	CARD	1	100.0	no data	no data	Shewanella xiamenensis	3.00	0.00	3.00	39.60	316.00	199.00	0	0	0	0	N/A	N/A		798	OXA beta-lactamase; OXA-48-like beta-lactamase	carbapenem; penam	antibiotic inactivation
OCH-3	3002516	protein homolog model	CARD	1	100.0	no data	no data	Brucella anthropi	1.00	0.00	1.00	12.87	151.00	201.00	0	0	0	0	N/A	N/A		1173	OCH beta-lactamase	monobactam; cephalosporin; cephamycin; penam; penem	antibiotic inactivation
npmA	3002665	protein homolog model	CARD	1	100.0	no data	no data	Escherichia coli	3.00	0.00	3.00	41.67	275.00	156.67	0	0	0	0	N/A	N/A		660	16S rRNA methyltransferase (A1408)	aminoglycoside antibiotic	antibiotic target alteration
OKP-B-3	3002436	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	3.00	0.00	3.00	39.37	339.00	200.67	0	0	0	0	N/A	N/A		861	OKP beta-lactamase	cephalosporin; penam	antibiotic inactivation
OXA-181	3001784	protein homolog model	CARD; Resistomes & Variants	2	92.45 - 100.0	no data	no data	Klebsiella pneumoniae; Shewanella putrefaciens	6.00	0.00	6.00	31.27	249.50	198.50	0	0	0	0	N/A	N/A		798; 798	OXA beta-lactamase; OXA-48-like beta-lactamase	carbapenem; penam	antibiotic inactivation
OXA-9	3001404	protein homolog model	CARD	1	100.0	no data	no data	Klebsiella pneumoniae	794.00	0.00	794.00	100.00	825.00	193.25	0	0	0	0	N/A	N/A		825	OXA beta-lactamase; OXA-9-like beta-lactamase	penam	antibiotic inactivation
CMY-65	3002078	protein homolog model	CARD; Resistomes & Variants	2	100.0	YES	no data	Citrobacter sp.; Citrobacter freundii	21.00	0.00	21.00	64.75	742.00	194.93	0	0	0	0	N/A	N/A		1146; 1146	CMY beta-lactamase	cephamycin	antibiotic inactivation
